language,license,rightsHolder,bibliographicCitation,datasetID,institutionCode,datasetName,references,taxonID,acceptedNameUsageID,scientificName,acceptedNameUsage,kingdom,phylum,class,order,family,genus,specificEpithet,infraspecificEpithet,taxonRank,scientificNameAuthorship,taxonomicStatus,taxonRemarks
en,http://creativecommons.org/licenses/by/4.0/legalcode,,"https://www.gbif.org/species/4805564: Amphibalanus amphitrite (Darwin, 1854) in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei",https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/4805564,https://www.gbif.org/species/4805564,https://www.gbif.org/species/4805564,"Amphibalanus amphitrite (Darwin, 1854)","Amphibalanus amphitrite (Darwin, 1854)",Animalia,Arthropoda,Maxillopoda,Sessilia,Balanidae,Amphibalanus,amphitrite,,SPECIES,"(Darwin, 1854)",ACCEPTED,"Sources considered for this taxon: https://doi.org/10.15468/yxcq07, https://doi.org/10.14284/347"
en,http://creativecommons.org/licenses/by/4.0/legalcode,,"https://www.gbif.org/species/4805565: Amphibalanus variegatus (Darwin, 1854) in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei",https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/4805565,https://www.gbif.org/species/4805565,https://www.gbif.org/species/4805565,"Amphibalanus variegatus (Darwin, 1854)","Amphibalanus variegatus (Darwin, 1854)",Animalia,Arthropoda,Maxillopoda,Sessilia,Balanidae,Amphibalanus,variegatus,,SPECIES,"(Darwin, 1854)",ACCEPTED,Sources considered for this taxon: https://doi.org/10.14284/347
en,http://creativecommons.org/licenses/by/4.0/legalcode,,"https://www.gbif.org/species/4812260: Branchiodrilus hortensis (Stephenson, 1910) in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei",https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/4812260,https://www.gbif.org/species/4812260,https://www.gbif.org/species/4812260,"Branchiodrilus hortensis (Stephenson, 1910)","Branchiodrilus hortensis (Stephenson, 1910)",Animalia,Annelida,Clitellata,Haplotaxida,Naididae,Branchiodrilus,hortensis,,SPECIES,"(Stephenson, 1910)",ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/yxcq07
en,http://creativecommons.org/licenses/by/4.0/legalcode,,"https://www.gbif.org/species/4845776: Lonchura oryzivora (Linnaeus, 1758) in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei",https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/4845776,https://www.gbif.org/species/4845776,https://www.gbif.org/species/4845776,"Lonchura oryzivora (Linnaeus, 1758)","Lonchura oryzivora (Linnaeus, 1758)",Animalia,Chordata,Aves,Passeriformes,Estrildidae,Lonchura,oryzivora,,SPECIES,"(Linnaeus, 1758)",ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/wr3gis
en,http://creativecommons.org/licenses/by/4.0/legalcode,,https://www.gbif.org/species/4925890: Acer tataricum subsp. ginnala (Maxim.) Wesm. in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei,https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/4925890,https://www.gbif.org/species/4925890,https://www.gbif.org/species/4925890,Acer tataricum subsp. ginnala (Maxim.) Wesm.,Acer tataricum subsp. ginnala (Maxim.) Wesm.,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,tataricum,ginnala,SUBSPECIES,Wesm. (Maxim.),ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/wtda1m
en,http://creativecommons.org/licenses/by/4.0/legalcode,,https://www.gbif.org/species/4926336: Anaphalis margaritacea (L.) Benth. in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei,https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/4926336,https://www.gbif.org/species/4926336,https://www.gbif.org/species/4926336,Anaphalis margaritacea (L.) Benth.,Anaphalis margaritacea (L.) Benth.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Anaphalis,margaritacea,,SPECIES,Benth. (L.),ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/wtda1m
en,http://creativecommons.org/licenses/by/4.0/legalcode,,https://www.gbif.org/species/4926977: Catalpa ×erubescens Carrière in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei,https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/4926977,https://www.gbif.org/species/4926977,https://www.gbif.org/species/4926977,Catalpa ×erubescens Carrière,Catalpa ×erubescens Carrière,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Bignoniaceae,Catalpa,erubescens,,SPECIES,Carrière,ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/wtda1m
en,http://creativecommons.org/licenses/by/4.0/legalcode,,https://www.gbif.org/species/4930155: Viburnum davidii Franch. in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei,https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/4930155,https://www.gbif.org/species/4930155,https://www.gbif.org/species/4930155,Viburnum davidii Franch.,Viburnum davidii Franch.,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,davidii,,SPECIES,Franch.,ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/wtda1m
en,http://creativecommons.org/licenses/by/4.0/legalcode,,https://www.gbif.org/species/4930999: Amethystea caerulea L. in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei,https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/4930999,https://www.gbif.org/species/4930999,https://www.gbif.org/species/4930999,Amethystea caerulea L.,Amethystea caerulea L.,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Amethystea,caerulea,,SPECIES,L.,ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/wtda1m
en,http://creativecommons.org/licenses/by/4.0/legalcode,,https://www.gbif.org/species/4932431: Crithopsis delileana (Schult.) Roshev. in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei,https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/4932431,https://www.gbif.org/species/4932431,https://www.gbif.org/species/4932431,Crithopsis delileana (Schult.) Roshev.,Crithopsis delileana (Schult.) Roshev.,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Crithopsis,delileana,,SPECIES,Roshev. (Schult.),ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/wtda1m
en,http://creativecommons.org/licenses/by/4.0/legalcode,,https://www.gbif.org/species/4933624: Inula racemosa Hook.fil. in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei,https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/4933624,https://www.gbif.org/species/4933624,https://www.gbif.org/species/4933624,Inula racemosa Hook.fil.,Inula racemosa Hook.fil.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Inula,racemosa,,SPECIES,Hook.fil.,ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/wtda1m
en,http://creativecommons.org/licenses/by/4.0/legalcode,,https://www.gbif.org/species/4934102: Erodium salzmannii Delile in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei,https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/4934102,https://www.gbif.org/species/4934102,https://www.gbif.org/species/4934102,Erodium salzmannii Delile,Erodium salzmannii Delile,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,Erodium,salzmannii,,SPECIES,Delile,ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/wtda1m
en,http://creativecommons.org/licenses/by/4.0/legalcode,,https://www.gbif.org/species/4934105: Erodium manescavii Coss. in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei,https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/4934105,https://www.gbif.org/species/4934105,https://www.gbif.org/species/4934105,Erodium manescavii Coss.,Erodium manescavii Coss.,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,Erodium,manescavii,,SPECIES,Coss.,ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/wtda1m
en,http://creativecommons.org/licenses/by/4.0/legalcode,,https://www.gbif.org/species/4938153: Berberis ×hybridogagnepainii J.V.Suringar in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei,https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/4938153,https://www.gbif.org/species/4938153,https://www.gbif.org/species/4938153,Berberis ×hybridogagnepainii J.V.Suringar,Berberis ×hybridogagnepainii J.V.Suringar,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Berberidaceae,Berberis,hybridogagnepainii,,SPECIES,J.V.Suringar,ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/wtda1m
en,http://creativecommons.org/licenses/by/4.0/legalcode,,https://www.gbif.org/species/4938160: Berberis gagnepainii C.K.Schneid. in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei,https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/4938160,https://www.gbif.org/species/4938160,https://www.gbif.org/species/4938160,Berberis gagnepainii C.K.Schneid.,Berberis gagnepainii C.K.Schneid.,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Berberidaceae,Berberis,gagnepainii,,SPECIES,C.K.Schneid.,ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/wtda1m
en,http://creativecommons.org/licenses/by/4.0/legalcode,,https://www.gbif.org/species/4938682: Larix ×marschlinsii Coaz in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei,https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/4938682,https://www.gbif.org/species/4938682,https://www.gbif.org/species/4938682,Larix ×marschlinsii Coaz,Larix ×marschlinsii Coaz,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Larix,marschlinsii,,SPECIES,Coaz,ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/wtda1m
en,http://creativecommons.org/licenses/by/4.0/legalcode,,https://www.gbif.org/species/4939668: Kitaibela vitifolia Willd. in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei,https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/4939668,https://www.gbif.org/species/4939668,https://www.gbif.org/species/4939668,Kitaibela vitifolia Willd.,Kitaibela vitifolia Willd.,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Kitaibela,vitifolia,,SPECIES,Willd.,ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/wtda1m
en,http://creativecommons.org/licenses/by/4.0/legalcode,,"https://www.gbif.org/species/4984851: Bugula neritina (Linnaeus, 1758) in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei",https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/4984851,https://www.gbif.org/species/4984851,https://www.gbif.org/species/4984851,"Bugula neritina (Linnaeus, 1758)","Bugula neritina (Linnaeus, 1758)",Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,Bugula,neritina,,SPECIES,"(Linnaeus, 1758)",ACCEPTED,Sources considered for this taxon: https://doi.org/10.14284/347
en,http://creativecommons.org/licenses/by/4.0/legalcode,,"https://www.gbif.org/species/4985072: Tricellaria inopinata d'Hondt & Occhipinti Ambrogi, 1985 in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei",https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/4985072,https://www.gbif.org/species/4985072,https://www.gbif.org/species/4985072,"Tricellaria inopinata d'Hondt & Occhipinti Ambrogi, 1985","Tricellaria inopinata d'Hondt & Occhipinti Ambrogi, 1985",Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Candidae,Tricellaria,inopinata,,SPECIES,"d'Hondt & Occhipinti Ambrogi, 1985",ACCEPTED,"Sources considered for this taxon: https://doi.org/10.14284/347, https://doi.org/10.15468/3pmlxs"
en,http://creativecommons.org/licenses/by/4.0/legalcode,,"https://www.gbif.org/species/4985433: Victorella pavida Saville-Kent, 1870 in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei",https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/4985433,https://www.gbif.org/species/4985433,https://www.gbif.org/species/4985433,"Victorella pavida Saville-Kent, 1870","Victorella pavida Saville-Kent, 1870",Animalia,Bryozoa,Gymnolaemata,Ctenostomatida,Victorellidae,Victorella,pavida,,SPECIES,"Saville-Kent, 1870",ACCEPTED,Sources considered for this taxon: https://doi.org/10.14284/347
en,http://creativecommons.org/licenses/by/4.0/legalcode,,"https://www.gbif.org/species/4987920: Trichopsocus clarus (N.Banks, 1908) in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei",https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/4987920,https://www.gbif.org/species/4987920,https://www.gbif.org/species/4987920,"Trichopsocus clarus (N.Banks, 1908)","Trichopsocus clarus (N.Banks, 1908)",Animalia,Arthropoda,Insecta,Psocodea,Trichopsocidae,Trichopsocus,clarus,,SPECIES,"(N.Banks, 1908)",ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/3pmlxs
en,http://creativecommons.org/licenses/by/4.0/legalcode,,"https://www.gbif.org/species/4989894: Hippodamia convergens Guérin-Méneville, 1842 in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei",https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/4989894,https://www.gbif.org/species/4989894,https://www.gbif.org/species/4989894,"Hippodamia convergens Guérin-Méneville, 1842","Hippodamia convergens Guérin-Méneville, 1842",Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Hippodamia,convergens,,SPECIES,"Guérin-Méneville, 1842",ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/3pmlxs
en,http://creativecommons.org/licenses/by/4.0/legalcode,,"https://www.gbif.org/species/4989904: Harmonia axyridis (Pallas, 1773) in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei",https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/4989904,https://www.gbif.org/species/4989904,https://www.gbif.org/species/4989904,"Harmonia axyridis (Pallas, 1773)","Harmonia axyridis (Pallas, 1773)",Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Harmonia,axyridis,,SPECIES,"(Pallas, 1773)",ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/3pmlxs
en,http://creativecommons.org/licenses/by/4.0/legalcode,,"https://www.gbif.org/species/4990176: Rhyzobius forestieri (Mulsant, 1853) in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei",https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/4990176,https://www.gbif.org/species/4990176,https://www.gbif.org/species/4990176,"Rhyzobius forestieri (Mulsant, 1853)","Rhyzobius forestieri (Mulsant, 1853)",Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Rhyzobius,forestieri,,SPECIES,"(Mulsant, 1853)",ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/3pmlxs
en,http://creativecommons.org/licenses/by/4.0/legalcode,,"https://www.gbif.org/species/5041466: Sceliphron caementarium (Drury, 1773) in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei",https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/5041466,https://www.gbif.org/species/5041466,https://www.gbif.org/species/5041466,"Sceliphron caementarium (Drury, 1773)","Sceliphron caementarium (Drury, 1773)",Animalia,Arthropoda,Insecta,Hymenoptera,Sphecidae,Sceliphron,caementarium,,SPECIES,"(Drury, 1773)",ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/3pmlxs
en,http://creativecommons.org/licenses/by/4.0/legalcode,,"https://www.gbif.org/species/5073820: Drosophila suzukii (Matsumura, 1931) in GBIF Secretariat (2019). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei",https://doi.org/10.15468/xoidmd,ISSG,Global Register of Introduced and Invasive Species - Belgium,https://www.gbif.org/species/5073820,https://www.gbif.org/species/5073820,https://www.gbif.org/species/5073820,"Drosophila suzukii (Matsumura, 1931)","Drosophila suzukii (Matsumura, 1931)",Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila,suzukii,,SPECIES,"(Matsumura, 1931)",ACCEPTED,Sources considered for this taxon: https://doi.org/10.15468/3pmlxs
